,LTime, LSensorID, LAccelX, LAccelY, LAccelZ, LGyroX, LGyroY, LGyroZ,RTime, RSensorID, RAccelX, RAccelY, RAccelZ, RGyroX, RGyroY, RGyroZ
0,2016-05-03 20:17:47 +0000,LC,48,8848,10592,-240,-38,-64,2016-05-03 20:17:47 +0000,RC,3696,9208,12852,562,32,-319
1,2016-05-03 20:17:47 +0000,LC,-572,9376,12364,505,-344,638,2016-05-03 20:17:47 +0000,RC,3788,9196,12644,1481,25,-278
2,2016-05-03 20:17:48 +0000,LC,260,10024,11256,16,-971,60,2016-05-03 20:17:48 +0000,RC,3628,9684,12852,-952,-485,35
3,2016-05-03 20:17:48 +0000,LC,-612,9712,11976,-1390,-1373,-56,2016-05-03 20:17:48 +0000,RC,4376,8996,15184,-1073,-481,821
4,2016-05-03 20:17:48 +0000,LC,132,10528,11984,1843,-403,548,2016-05-03 20:17:48 +0000,RC,4472,8852,14732,2804,-1194,390
5,2016-05-03 20:17:48 +0000,LC,320,8884,10804,-113,244,745,2016-05-03 20:17:48 +0000,RC,3936,9696,11352,2562,820,-964
6,2016-05-03 20:17:48 +0000,LC,-328,9544,11372,4842,302,-317,2016-05-03 20:17:48 +0000,RC,3784,11080,11840,1142,857,-998
7,2016-05-03 20:17:48 +0000,LC,-1080,9760,8372,1154,391,-672,2016-05-03 20:17:48 +0000,RC,2144,8864,10928,163,43,-365
8,2016-05-03 20:17:48 +0000,LC,96,12948,10328,2090,-369,-111,2016-05-03 20:17:48 +0000,RC,3856,12092,12232,1877,448,-813
9,2016-05-03 20:17:49 +0000,LC,2224,10056,8872,-2168,-216,448,2016-05-03 20:17:49 +0000,RC,4708,10676,10188,867,-178,-1072
10,2016-05-03 20:17:49 +0000,LC,1192,9420,9216,1145,-1278,880,2016-05-03 20:17:49 +0000,RC,4832,10824,10212,108,-348,1071
11,2016-05-03 20:17:49 +0000,LC,-3328,12008,9088,-2094,375,-3138,2016-05-03 20:17:49 +0000,RC,588,11068,11796,944,-1252,1261
12,2016-05-03 20:17:49 +0000,LC,-3268,14300,8612,-1193,-21,-235,2016-05-03 20:17:49 +0000,RC,488,11216,11564,2778,540,213
13,2016-05-03 20:17:49 +0000,LC,-2616,11276,7840,1361,-295,23,2016-05-03 20:17:49 +0000,RC,920,10520,9152,1548,750,-945
14,2016-05-03 20:17:49 +0000,LC,1852,12872,8040,872,-409,-578,2016-05-03 20:17:49 +0000,RC,3720,11884,8896,-1298,304,1730
15,2016-05-03 20:17:49 +0000,LC,40,11244,8724,1117,-367,-1804,2016-05-03 20:17:50 +0000,RC,3696,12864,8232,1397,1066,297
16,2016-05-03 20:17:50 +0000,LC,-1756,13692,9760,3565,-894,3126,2016-05-03 20:17:50 +0000,RC,3960,16472,10156,1139,214,-971
17,2016-05-03 20:17:50 +0000,LC,-948,14312,7968,453,-1416,636,2016-05-03 20:17:50 +0000,RC,1816,13996,10400,-31,-567,-1916
18,2016-05-03 20:17:50 +0000,LC,-304,12104,6124,93,-978,872,2016-05-03 20:17:50 +0000,RC,2932,11928,7936,2364,-227,-256
19,2016-05-03 20:17:50 +0000,LC,-836,13660,6588,-939,-721,249,2016-05-03 20:17:50 +0000,RC,2512,13816,7588,142,-166,498
20,2016-05-03 20:17:50 +0000,LC,-588,11364,5620,-1970,448,-723,2016-05-03 20:17:50 +0000,RC,2092,11704,6744,-279,151,-110
21,2016-05-03 20:17:50 +0000,LC,0,11492,5440,-826,-94,-1260,2016-05-03 20:17:50 +0000,RC,2324,11948,5820,-2851,87,252
22,2016-05-03 20:17:51 +0000,LC,-856,10392,5780,-1699,-128,-864,2016-05-03 20:17:51 +0000,RC,3048,12184,9404,-550,993,494
23,2016-05-03 20:17:51 +0000,LC,-1792,12048,9540,-501,-76,-1286,2016-05-03 20:17:51 +0000,RC,3484,14488,10128,579,374,-618
24,2016-05-03 20:17:51 +0000,LC,-2196,13572,9448,-1269,-413,-629,2016-05-03 20:17:51 +0000,RC,4664,14836,11720,-275,-209,1936
25,2016-05-03 20:17:51 +0000,LC,-2716,15140,12240,-793,-1196,-590,2016-05-03 20:17:51 +0000,RC,4688,15972,12832,-285,-1035,418
26,2016-05-03 20:17:51 +0000,LC,-4504,15380,13364,-3037,187,-433,2016-05-03 20:17:51 +0000,RC,4260,16516,13132,841,-488,-1552
27,2016-05-03 20:17:51 +0000,LC,-3068,14708,12072,1982,-433,29,2016-05-03 20:17:51 +0000,RC,4236,16320,10504,1442,-436,-1144
28,2016-05-03 20:17:51 +0000,LC,-2040,13944,11820,-1346,102,-1039,2016-05-03 20:17:52 +0000,RC,3940,15196,10160,-1647,-371,-1210
29,2016-05-03 20:17:52 +0000,LC,-2528,12108,10268,2925,-116,-446,2016-05-03 20:17:52 +0000,RC,3696,13036,8664,101,290,-897
30,2016-05-03 20:17:52 +0000,LC,-720,12176,7228,505,320,193,2016-05-03 20:17:52 +0000,RC,2992,11188,6516,979,567,-1539
31,2016-05-03 20:17:52 +0000,LC,-1404,8364,5180,2628,587,-1504,2016-05-03 20:17:52 +0000,RC,1740,8508,5084,1108,134,-1338
32,2016-05-03 20:17:52 +0000,LC,-868,9408,3872,2665,1021,153,2016-05-03 20:17:52 +0000,RC,2340,12932,8252,284,1414,-2344
33,2016-05-03 20:17:52 +0000,LC,-3236,14976,6640,-3249,-25,767,2016-05-03 20:17:52 +0000,RC,1500,13048,7156,-948,-201,384
34,2016-05-03 20:17:52 +0000,LC,-2716,13120,6740,216,-756,589,2016-05-03 20:17:52 +0000,RC,1908,14600,8104,48,-698,461
35,2016-05-03 20:17:53 +0000,LC,-2224,12812,6752,-912,-531,-142,2016-05-03 20:17:53 +0000,RC,2440,13752,7880,249,-340,-640
36,2016-05-03 20:17:53 +0000,LC,-2412,13996,6812,999,-944,296,2016-05-03 20:17:53 +0000,RC,2008,14060,7988,27,-37,85
37,2016-05-03 20:17:53 +0000,LC,-1520,13608,6612,-1865,-905,743,2016-05-03 20:17:53 +0000,RC,2816,13708,6796,649,-270,-93
38,2016-05-03 20:17:53 +0000,LC,-1376,10908,4472,-631,-675,-414,2016-05-03 20:17:53 +0000,RC,1524,9888,5164,-1862,-387,697
39,2016-05-03 20:17:53 +0000,LC,-1512,9028,4496,-2636,-486,-740,2016-05-03 20:17:53 +0000,RC,1980,9060,5772,-3439,-220,1729
40,2016-05-03 20:17:53 +0000,LC,-2732,11540,8336,-3047,-804,-499,2016-05-03 20:17:53 +0000,RC,1980,12788,9452,558,257,-340
41,2016-05-03 20:17:53 +0000,LC,-3716,13052,10612,-2672,-1184,325,2016-05-03 20:17:53 +0000,RC,3860,15156,11004,-2371,61,963
42,2016-05-03 20:17:54 +0000,LC,-2492,12904,11984,-476,-754,-236,2016-05-03 20:17:54 +0000,RC,5456,14676,11684,-1623,-224,13
43,2016-05-03 20:17:54 +0000,LC,-5032,12812,12336,228,-936,-397,2016-05-03 20:17:54 +0000,RC,2912,15104,14016,-935,-201,577
44,2016-05-03 20:17:54 +0000,LC,-3880,15624,13576,-173,-664,493,2016-05-03 20:17:54 +0000,RC,4624,17464,13068,1710,399,-1102
45,2016-05-03 20:17:54 +0000,LC,-4640,13780,12184,100,-417,324,2016-05-03 20:17:54 +0000,RC,3432,14752,12316,-1541,-1159,523
46,2016-05-03 20:17:54 +0000,LC,-3068,12168,11484,-1210,-349,-157,2016-05-03 20:17:54 +0000,RC,4304,14036,10876,1174,-343,-860
47,2016-05-03 20:17:54 +0000,LC,-3824,11088,10176,313,-282,-282,2016-05-03 20:17:54 +0000,RC,2324,12040,9732,-1573,-479,-913
48,2016-05-03 20:17:54 +0000,LC,-1864,9444,6940,4028,-424,659,2016-05-03 20:17:55 +0000,RC,2892,9712,7064,3467,770,-1200
49,2016-05-03 20:17:55 +0000,LC,-1356,8220,4620,2567,179,-202,2016-05-03 20:17:55 +0000,RC,1964,8488,4756,2062,85,-595
50,2016-05-03 20:17:55 +0000,LC,-2568,10480,6964,792,-736,1352,2016-05-03 20:17:55 +0000,RC,2160,14228,9136,-2184,-160,-1884
51,2016-05-03 20:17:55 +0000,LC,-2764,12848,6248,-275,-330,-852,2016-05-03 20:17:55 +0000,RC,1256,12064,7548,124,204,-244
52,2016-05-03 20:17:55 +0000,LC,-3732,13964,7828,-711,-938,911,2016-05-03 20:17:55 +0000,RC,2360,14280,9268,24,-644,658
53,2016-05-03 20:17:55 +0000,LC,-2404,11836,7600,-1168,-457,606,2016-05-03 20:17:55 +0000,RC,2444,13476,8208,862,-445,-313
54,2016-05-03 20:17:55 +0000,LC,-3120,12900,7804,541,-803,-168,2016-05-03 20:17:55 +0000,RC,2044,13292,8640,-1137,-293,102
55,2016-05-03 20:17:56 +0000,LC,-2632,13104,7428,-912,-827,310,2016-05-03 20:17:56 +0000,RC,2836,13228,7808,-319,-126,62
56,2016-05-03 20:17:56 +0000,LC,-2608,11716,6680,-938,-305,-272,2016-05-03 20:17:56 +0000,RC,1644,11440,6320,-436,-291,375
57,2016-05-03 20:17:56 +0000,LC,-1548,7616,4620,-1035,-443,-597,2016-05-03 20:17:56 +0000,RC,1976,9024,4756,-2994,-24,1489
58,2016-05-03 20:17:56 +0000,LC,-3376,10384,6404,-2725,-138,-652,2016-05-03 20:17:56 +0000,RC,1464,11324,7624,-675,-81,1119
59,2016-05-03 20:17:56 +0000,LC,-3548,11540,10216,-2255,-502,170,2016-05-03 20:17:56 +0000,RC,3072,13592,11112,-1225,163,-120
60,2016-05-03 20:17:56 +0000,LC,-4000,13012,12736,-946,-705,199,2016-05-03 20:17:56 +0000,RC,4932,13804,13512,441,262,638
